,id,name,Unnamed: 0,amenities_0,amenities_1,amenities_2,availability,roomleft,dis_from_des,latitude,longitude,free_cancel,pay_later,price_display,price_original,discount_percent,review_score,review_superlative,review_count,vip
172,11922823,New Siam Palace Ville,172,pool,,,True,,3.0,13.760016,100.493231,FREE_CANCEL,,25.0,,,4.0,Very Good,420,
173,1330920,Emporium Suites by Chatrium,173,pool,,,True,,2.49,13.730587,100.568699,FREE_CANCEL,,96.0,128.0,25.0,4.3,Excellent,1000,VIP Access
174,1781323,Pullman Bangkok King Power,174,pool,hot_tub,,True,,0.93,13.760887,100.537668,FREE_CANCEL,,96.0,,,4.4,Excellent,999,
175,19194670,Waldorf Astoria Bangkok,175,pool,,,True,1.0,0.44,13.742481,100.540095,,,300.0,,,4.6,Wonderful,172,
176,2601,Novotel Bangkok On Siam Square,176,pool,hot_tub,,True,,0.22,13.744563,100.534693,FREE_CANCEL,,91.0,,,4.1,Very Good,1000,
177,3741497,Tower Club at lebua,177,pool,hot_tub,,True,,2.18,13.721819,100.517073,FREE_CANCEL,PAY_LATER,125.0,278.0,55.0,4.4,Excellent,1000,VIP Access
178,15859750,137 Pillars Residences Bangkok,178,pool,,,True,,2.52,13.737559,100.572083,FREE_CANCEL,PAY_LATER,140.0,186.0,25.0,4.5,Wonderful,238,VIP Access
179,31931949,Villa de Khaosan,179,pool,,,True,1.0,2.85,13.758804,100.495109,FREE_CANCEL,PAY_LATER,50.0,55.0,10.0,4.4,Excellent,204,
180,2223550,Admiral Premier Bangkok,180,pool,,,True,5.0,1.99,13.738878,100.564304,,,45.0,61.0,25.0,4.0,Very Good,999,VIP Access
181,2794909,Royal View Resort,181,,,,True,,0.98,13.761194,100.540022,FREE_CANCEL,,27.0,37.0,25.0,4.3,Excellent,1000,
182,1492588,Centre Point Sukhumvit Thong Lo,182,pool,,,True,5.0,3.29,13.731098,100.58208,FREE_CANCEL,,67.0,,,4.4,Excellent,711,
183,571678,"The Athenee Hotel, a Luxury Collection Hotel, Bangkok",183,pool,hot_tub,,True,5.0,0.88,13.741342,100.547516,FREE_CANCEL,PAY_LATER,170.0,,,4.6,Wonderful,1000,VIP Access
184,47030291,lyf Sukhumvit 8 Bangkok,184,,,,True,,1.32,13.739264,100.553815,,,25.0,,,5.0,Exceptional,1,
185,41898111,Carlton Hotel Bangkok Sukhumvit,185,pool,,,True,,2.1,13.734622,100.564358,FREE_CANCEL,PAY_LATER,148.0,211.0,30.0,4.7,Exceptional,155,VIP Access
186,3040483,Akyra Thonglor Bangkok,186,pool,,,True,,3.28,13.730707,100.581791,FREE_CANCEL,PAY_LATER,96.0,119.0,20.0,4.5,Wonderful,391,
187,42105349,MeStyle Museum Hotel,187,pool,,,True,,3.7,13.776975,100.582065,FREE_CANCEL,,31.0,,,4.8,Exceptional,4,
188,1156453,DoubleTree by Hilton Sukhumvit Bangkok,188,pool,,,True,,2.65,13.72804,100.570119,,,80.0,,,4.2,Very Good,714,
189,2234336,Thong Ta Resort And Spa,189,,,,True,5.0,16.24,13.719846,100.776322,FREE_CANCEL,PAY_LATER,21.0,,,3.3,,996,
190,5794999,Marriott Bangkok Sukhumvit,190,pool,,,True,5.0,3.42,13.723361,100.580416,FREE_CANCEL,PAY_LATER,144.0,,,4.5,Wonderful,1000,VIP Access
191,6118793,Hotel Amber Sukhumvit 85,191,pool,,,True,,5.49,13.702672,100.603526,FREE_CANCEL,,34.0,,,3.9,Good,655,
192,4613201,Eastin Grand Hotel Sathorn Bangkok,192,pool,,,True,,2.19,13.718842,100.521896,,,109.0,129.0,15.0,4.7,Exceptional,1000,
193,30784922,The Journey Hotel Bangna,193,,,,True,,10.13,13.663529,100.659752,,,19.0,31.0,38.0,4.6,Wonderful,141,
194,32111542,Hotel Verve Bangkok,194,,,,True,,3.24,13.725731,100.578855,FREE_CANCEL,PAY_LATER,25.0,40.0,38.0,4.3,Excellent,93,
195,15597130,The Emerald Hotel,195,pool,,,True,,3.12,13.775314,100.572681,FREE_CANCEL,,47.0,95.0,51.0,4.0,Very Good,246,
196,6276570,iCheck inn Nana,196,,,,True,,1.39,13.741494,100.555736,,,29.0,44.0,35.0,4.0,Very Good,479,
197,1064957,lebua at State Tower,197,pool,,,True,,2.2,13.721555,100.516923,FREE_CANCEL,PAY_LATER,131.0,273.0,52.0,4.3,Excellent,1003,VIP Access
198,4161597,I Residence Hotel Silom,198,pool,,,True,,1.63,13.724523,100.530801,,,25.0,,,3.6,Good,996,
199,3546973,S31 Sukhumvit Hotel,199,pool,hot_tub,,True,2.0,2.23,13.733571,100.565991,FREE_CANCEL,PAY_LATER,67.0,73.0,8.0,4.2,Very Good,967,VIP Access
200,909564,Miracle Grand Convention Hotel,200,pool,,,True,6.0,9.3,13.876322,100.576068,FREE_CANCEL,PAY_LATER,45.0,58.0,23.0,4.1,Very Good,638,
201,1825470,Park Plaza Sukhumvit Bangkok,201,pool,,,True,,1.88,13.734763,100.560761,,,38.0,,,4.2,Very Good,998,
202,42337509,Nappiness Hotel,202,,,,True,2.0,2.26,13.758332,100.504262,,,25.0,51.0,50.0,5.0,Exceptional,1,
203,27614,"Sheraton Grande Sukhumvit, Luxury Collection Hotel, Bangkok",203,pool,,,True,5.0,1.7,13.737509,100.55923,FREE_CANCEL,PAY_LATER,173.0,,,4.7,Exceptional,1003,
204,44776841,4 Monkeys Hotel,204,,,,True,,2.59,13.76374,100.501212,FREE_CANCEL,PAY_LATER,33.0,93.0,65.0,4.3,Excellent,6,
205,1584368,Royal Ivory Sukhumvit Nana,205,pool,,,True,3.0,1.36,13.736962,100.553119,FREE_CANCEL,PAY_LATER,23.0,,,3.5,Good,850,
206,44979866,The Quarter Phromphong by UHG,206,pool,,,True,,2.16,13.73759,100.566492,FREE_CANCEL,,39.0,,,4.4,Excellent,78,
207,11930157,New Siam Riverside,207,pool,,,True,,3.05,13.761822,100.492965,FREE_CANCEL,PAY_LATER,46.0,107.0,57.0,4.0,Very Good,538,
208,8735314,Alt Hotel Nana by UHG,208,pool,,,True,5.0,1.38,13.735182,100.552185,FREE_CANCEL,PAY_LATER,29.0,75.0,62.0,4.0,Very Good,629,VIP Access
209,4683502,Grande Centre Point Hotel Terminal 21,209,pool,hot_tub,,True,5.0,1.78,13.737552,100.560428,FREE_CANCEL,PAY_LATER,134.0,167.0,20.0,4.4,Excellent,1002,
210,12616094,De Botan,210,pool,,,True,,8.24,13.695752,100.646621,FREE_CANCEL,,21.0,29.0,26.0,3.9,Good,84,
211,5317616,"Holiday Inn Bangkok Sukhumvit, an IHG Hotel",211,pool,,,True,3.0,2.21,13.732986,100.565416,FREE_CANCEL,PAY_LATER,79.0,,,4.3,Excellent,959,
212,39865638,The Qube Fifty Hotel,212,,,,True,3.0,5.09,13.70531,100.598268,FREE_CANCEL,,25.0,,,4.8,Exceptional,19,
213,13619,The Sukosol,213,pool,,,True,7.0,0.72,13.757973,100.536236,FREE_CANCEL,PAY_LATER,60.0,66.0,10.0,4.2,Very Good,999,
214,37618323,Samsen Street Hotel,214,pool,,,True,,2.62,13.763873,100.500757,,,33.0,,,4.7,Exceptional,36,
215,19754824,Novotel Suites Bangkok Sukhumvit 39 Hotel,215,pool,,,True,,2.62,13.736555,100.573389,FREE_CANCEL,,49.0,,,4.1,Very Good,145,
216,14668022,Le Tada Residence,216,pool,,,True,5.0,0.99,13.761331,100.540085,FREE_CANCEL,PAY_LATER,26.0,65.0,60.0,4.2,Very Good,227,
217,15186527,Don Muang Hotel,217,,,,True,,13.0,13.925687,100.598419,FREE_CANCEL,PAY_LATER,13.0,51.0,74.0,4.0,Very Good,970,VIP Access
218,15877132,Trinity Silom Hotel,218,pool,,,True,,1.62,13.724574,100.530798,FREE_CANCEL,PAY_LATER,28.0,47.0,40.0,4.0,Very Good,1000,
219,69561201,Ayathorn Bangkok,219,pool,,,True,2.0,2.18,13.756796,100.50492,,,67.0,,,5.0,Exceptional,5,
220,72964051,Aira Hotel Bangkok,220,pool,,,True,,1.43,13.742706,100.556679,FREE_CANCEL,PAY_LATER,53.0,70.0,25.0,4.4,Excellent,23,
221,1776822,FuramaXclusive Sukhumvit,221,pool,,,True,,1.04,13.745922,100.551372,FREE_CANCEL,,35.0,,,3.8,Good,765,
222,65306718, The Quartier Hotel Sukhumvit 39 Bangkok by Compass Hospitality,222,pool,,,True,,1.91,13.73616,100.56202,FREE_CANCEL,,33.0,42.0,20.0,3.8,Good,5,
223,1670043,Le Fenix Sukhumvit,223,,,,True,,1.38,13.74466,100.55629,FREE_CANCEL,,18.0,,,3.5,Good,490,
224,15067706,True Siam Rangnam Hotel,224,pool,,,True,2.0,0.79,13.758375,100.539695,FREE_CANCEL,,21.0,,,4.2,Very Good,143,
225,1742711,Siam@Siam Design Hotel Bangkok,225,pool,,,True,,0.68,13.747176,100.525909,FREE_CANCEL,PAY_LATER,82.0,91.0,10.0,4.2,Very Good,998,
226,2250526,VIE Hotel Bangkok - MGallery,226,pool,hot_tub,,True,,0.36,13.750629,100.531767,FREE_CANCEL,,100.0,,,4.5,Wonderful,1000,
227,54659,Dusit Princess Srinakarin,227,pool,,,True,,8.27,13.697074,100.647797,,,50.0,63.0,20.0,4.3,Excellent,362,
228,4937697,The Grand Fourwings Convention Hotel,228,pool,,,True,,7.41,13.754112,100.646168,FREE_CANCEL,PAY_LATER,71.0,,,4.4,Excellent,479,
229,6197634,Jasmine Grande Residence,229,pool,,,True,,4.11,13.712746,100.585759,FREE_CANCEL,,40.0,,,4.0,Very Good,492,
230,372351,"The Westin Grande Sukhumvit, Bangkok",230,pool,,,True,5.0,1.7,13.738042,100.559375,FREE_CANCEL,PAY_LATER,137.0,,,4.5,Wonderful,1000,
231,15586353,Aspira Sukhumvit,231,,,,True,,1.4,13.740825,100.555663,,,35.0,47.0,25.0,4.1,Very Good,419,
232,3226606,Sukhumvit Suites Hotel,232,,,,True,,1.93,13.735886,100.562153,FREE_CANCEL,,43.0,,,3.9,Good,1000,
233,2805379,SC Park Hotel,233,pool,,,True,,4.71,13.76746,100.603123,FREE_CANCEL,PAY_LATER,31.0,75.0,58.0,4.0,Very Good,171,
234,5471374,Mode Sathorn Hotel,234,pool,,,True,,2.17,13.719353,100.521543,,,74.0,134.0,45.0,4.1,Very Good,1000,
235,16390939,Cross Vibe Sukhumvit Hotel,235,pool,hot_tub,,True,,5.18,13.704286,100.599158,,,33.0,,,4.1,Very Good,1000,VIP Access
236,22448148,Shama Lakeview Asoke Bangkok,236,pool,,,True,,2.09,13.729944,100.561298,FREE_CANCEL,PAY_LATER,70.0,93.0,25.0,4.3,Excellent,467,VIP Access
237,76890,Grand Fortune Hotel Bangkok,237,pool,,,True,,2.02,13.756758,100.564601,,,73.0,,,4.0,Very Good,526,VIP Access
238,9843297,Happy 3,238,pool,,,True,5.0,0.59,13.748147,100.527278,FREE_CANCEL,PAY_LATER,49.0,70.0,30.0,4.3,Excellent,725,
239,4100174,Novotel Bangkok Ploenchit Sukhumvit,239,pool,,,True,,0.97,13.742734,100.549642,,,86.0,,,4.4,Excellent,1000,
240,5761448,Sala Rattanakosin,240,,,,True,3.0,3.03,13.745288,100.490872,FREE_CANCEL,,93.0,,,4.3,Excellent,336,
241,2707254,On8 Sukhumvit Nana Bangkok by Compass Hospitality,241,,,,True,8.0,1.45,13.739927,100.556121,FREE_CANCEL,PAY_LATER,32.0,42.0,23.0,4.0,Very Good,675,
242,6252083,Tara Place,242,,,,True,,2.71,13.764362,100.499528,FREE_CANCEL,,29.0,36.0,21.0,4.5,Wonderful,684,
243,27706183,Somerset Maison Asoke Bangkok,243,pool,,,True,,1.95,13.740264,100.564142,FREE_CANCEL,PAY_LATER,89.0,104.0,15.0,4.6,Wonderful,621,
244,2924952,Buddy Lodge,244,pool,,,True,8.0,2.64,13.758394,100.498378,FREE_CANCEL,PAY_LATER,40.0,,,3.8,Good,303,
245,1494080,Centre Point Silom,245,pool,,,True,1.0,2.36,13.719903,100.515273,FREE_CANCEL,,81.0,,,4.4,Excellent,999,
246,14626529,Villa Phra Sumen Bangkok,246,pool,,,True,6.0,2.34,13.758979,100.503158,,,31.0,35.0,10.0,4.5,Wonderful,292,
247,37285005,Kokotel Bangkok Sukhumvit 50,247,,,,True,8.0,5.13,13.706396,100.599689,FREE_CANCEL,PAY_LATER,28.0,51.0,45.0,4.5,Wonderful,160,
248,40225944,"Sindhorn Midtown Hotel Bangkok, Vignette Collection - an IHG Hotel",248,pool,,,True,,0.64,13.741318,100.543098,FREE_CANCEL,PAY_LATER,110.0,115.0,5.0,4.7,Exceptional,38,VIP Access
249,4568495,True Siam Phayathai Hotel,249,,,,True,3.0,0.81,13.759194,100.536382,FREE_CANCEL,PAY_LATER,23.0,,,4.0,Very Good,291,
250,15896672,Somerset Ekamai Bangkok,250,pool,,,True,,3.79,13.723209,100.586708,FREE_CANCEL,PAY_LATER,64.0,,,4.3,Excellent,767,VIP Access
251,1492587,Grande Centre Point Hotel Ploenchit,251,pool,,,True,,0.83,13.742169,100.547109,FREE_CANCEL,PAY_LATER,104.0,345.0,70.0,4.3,Excellent,1001,VIP Access
252,1584467,Manhattan Bangkok,252,pool,,,True,,1.59,13.739763,100.558395,FREE_CANCEL,,30.0,,,3.3,,996,
253,1584484,Century Park Hotel,253,pool,,,True,4.0,1.12,13.762066,100.543212,,,44.0,,,4.2,Very Good,348,
254,4544659,The Bless Hotel and Residence,254,pool,,,True,8.0,2.34,13.733755,100.567895,FREE_CANCEL,PAY_LATER,45.0,85.0,47.0,4.1,Very Good,392,
255,1761335,Pullman Bangkok Grande Sukhumvit Hotel,255,pool,,,True,,1.84,13.738985,100.56205,FREE_CANCEL,,99.0,,,4.3,Excellent,999,
256,24896379,Hotel Nikko Bangkok,256,pool,,,True,,3.28,13.725173,100.57919,,,121.0,,,4.5,Wonderful,796,
257,8396499,Silom Forest Exclusive Residence,257,,,,True,2.0,1.58,13.724956,100.532485,,,29.0,49.0,40.0,4.3,Excellent,51,
258,9144706,Brighton Hotel,258,pool,,,True,,6.82,13.673789,100.603693,FREE_CANCEL,,31.0,34.0,11.0,3.8,Good,97,
259,6107018,Hilton Sukhumvit Bangkok,259,pool,,,True,,2.57,13.728596,100.569008,,,133.0,,,4.3,Excellent,738,
260,4563270,BS RESIDENCE Suvarnabhumi,260,pool,,,True,,13.77,13.720427,100.739307,FREE_CANCEL,PAY_LATER,29.0,42.0,30.0,3.4,,995,
261,1794792,Legacy Suites Hotel,261,pool,,,True,4.0,2.15,13.735016,100.56536,,,69.0,,,4.4,Excellent,1000,
262,47254,Pathumwan Princess Hotel,262,pool,hot_tub,,True,,0.5,13.743311,100.529852,FREE_CANCEL,PAY_LATER,121.0,143.0,15.0,4.4,Excellent,1001,
263,4608400,Novotel Bangkok Platinum,263,pool,,,True,,0.34,13.749857,100.540501,FREE_CANCEL,,100.0,,,4.2,Very Good,1002,
264,27021170,W22 by Burasari,264,,,,True,5.0,1.59,13.741632,100.51306,,,27.0,70.0,62.0,4.3,Excellent,126,
265,910514,Prince Palace Hotel,265,pool,,,True,,1.45,13.754176,100.515501,FREE_CANCEL,PAY_LATER,33.0,53.0,38.0,3.6,Good,995,
266,5302152,The Continent Hotel Bangkok by Compass Hospitality,266,pool,,,True,1.0,1.91,13.736054,100.561924,FREE_CANCEL,PAY_LATER,84.0,93.0,10.0,4.1,Very Good,998,VIP Access
267,9533510,The Grand Sathorn,267,pool,hot_tub,,True,,2.33,13.718791,100.51773,FREE_CANCEL,,30.0,,,3.9,Good,205,
268,4293188,Hope Land Hotel Sukhumvit 46/1,268,pool,hot_tub,,True,5.0,4.5,13.713493,100.593225,,,34.0,114.0,70.0,3.8,Good,1000,
269,10244,Montien Hotel Surawong Bangkok,269,pool,,,True,,1.21,13.730604,100.531093,FREE_CANCEL,PAY_LATER,86.0,,,4.1,Very Good,15,
270,78617363,Spark Hotel,270,,,,True,,2.35,13.724205,100.561464,,,33.0,,,4.7,Exceptional,3,
271,27267220,Chillax Heritage,271,pool,,,True,5.0,3.04,13.76163,100.493172,FREE_CANCEL,PAY_LATER,67.0,78.0,15.0,4.5,Wonderful,172,
272,27780006,Hyatt Regency Bangkok Sukhumvit,272,pool,hot_tub,,True,,1.51,13.73965,100.55708,FREE_CANCEL,,178.0,,,4.5,Wonderful,458,
273,1697318,Courtyard by Marriott Bangkok,273,pool,,,True,4.0,0.59,13.741232,100.541942,FREE_CANCEL,PAY_LATER,93.0,,,4.4,Excellent,1000,
274,4138802,Novotel Bangkok IMPACT,274,pool,hot_tub,,True,,11.29,13.9106,100.54562,FREE_CANCEL,,58.0,,,4.3,Excellent,524,
275,70092112,Metro Hotel Ratchada 36,275,,,,True,2.0,5.83,13.821955,100.576986,,,24.0,40.0,40.0,4.7,Exceptional,3,
276,3909098,Hansar Bangkok Hotel,276,pool,hot_tub,,True,1.0,0.6,13.740242,100.54099,FREE_CANCEL,PAY_LATER,126.0,140.0,10.0,4.4,Excellent,1000,
277,13561168,The Royal River Hotel,277,pool,,,True,,3.44,13.783574,100.500745,FREE_CANCEL,PAY_LATER,47.0,66.0,30.0,3.9,Good,107,
278,53115375,56 Surawong Hotel and Residence,278,,,,True,,1.26,13.72997,100.53084,FREE_CANCEL,PAY_LATER,28.0,,,4.4,Excellent,7,
279,8680091,Graceland Bangkok Hotel,279,pool,,,True,3.0,1.25,13.744617,100.554415,,,50.0,56.0,11.0,4.2,Very Good,123,
280,3598068,Kingston Suites Bangkok,280,,,,True,3.0,1.57,13.741329,100.558573,FREE_CANCEL,PAY_LATER,39.0,56.0,30.0,3.9,Good,701,VIP Access
281,5486130,Arize Hotel Sukhumvit,281,pool,,,True,,2.66,13.728468,100.570517,FREE_CANCEL,,39.0,49.0,21.0,3.8,Good,1000,
282,7659790,Majestic Suites,282,,,,True,,1.22,13.74191,100.553239,,,58.0,,,4.1,Very Good,528,
283,16219789,Arte Hotel,283,pool,,,True,3.0,1.69,13.74017,100.559978,,,58.0,,,4.1,Very Good,1000,VIP Access
284,27951,Baiyoke Suite Hotel,284,,,,True,,0.68,13.753298,100.544145,FREE_CANCEL,,36.0,,,3.1,,785,
285,23359204,Apartelle Jatujak Hotel,285,,,,True,,5.21,13.817145,100.565637,FREE_CANCEL,PAY_LATER,29.0,42.0,30.0,4.6,Wonderful,86,
286,13953,"Mandarin Oriental, Bangkok",286,pool,,,True,,2.18,13.72413,100.514293,FREE_CANCEL,,428.0,,,4.8,Exceptional,422,
287,12438263,Picnic Hotel Bangkok,287,,,,True,2.0,0.91,13.759908,100.540458,,,17.0,,,3.9,Good,90,
288,9627084,The Rose Hotel Bangkok,288,pool,,,True,5.0,1.24,13.730326,100.530658,FREE_CANCEL,,31.0,35.0,10.0,3.8,Good,112,
289,31558424,Marwin Villa,289,,,,True,,0.35,13.75241,100.53699,FREE_CANCEL,PAY_LATER,29.0,,,4.2,Very Good,121,
290,30305006,Dhevi Bangkok Hotel,290,,,,True,,0.88,13.752922,100.52415,FREE_CANCEL,PAY_LATER,33.0,,,4.6,Wonderful,21,
291,39600806,The Berkeley Hotel Pratunam,291,pool,,,True,,0.46,13.750058,100.542406,FREE_CANCEL,,87.0,349.0,75.0,3.6,Good,7,
292,2382082,Citin Pratunam Bangkok Hotel by Compass Hospitality,292,,,,True,,0.54,13.754582,100.539477,FREE_CANCEL,PAY_LATER,23.0,26.0,10.0,3.6,Good,635,
293,30980884,Atrium Boutique Hotel,293,pool,,,True,,3.4,13.774208,100.578589,FREE_CANCEL,,23.0,26.0,11.0,4.0,Very Good,53,
294,11870591,Al Meroz Bangkok,294,pool,,,True,,4.58,13.746126,100.604211,,,40.0,79.0,50.0,4.4,Excellent,358,
295,24155705,Craftsman Bangkok,295,pool,,,True,,2.84,13.787649,100.544884,FREE_CANCEL,PAY_LATER,63.0,,,4.3,Excellent,102,
296,9549389,Amaranta Hotel,296,pool,,,True,,3.46,13.778857,100.576269,FREE_CANCEL,PAY_LATER,43.0,66.0,35.0,4.3,Excellent,666,
297,3026518,The Tarntawan Hotel Surawong Bangkok,297,,,,True,2.0,1.33,13.729172,100.53019,,,51.0,68.0,25.0,3.8,Good,673,
298,8796835,U Sathorn Bangkok,298,pool,,,True,5.0,2.11,13.718617,100.546292,FREE_CANCEL,PAY_LATER,90.0,121.0,25.0,4.5,Wonderful,1000,
299,27032,Mida Hotel Don Mueang Airport,299,pool,,,True,,10.18,13.88911,100.57811,FREE_CANCEL,,31.0,,,3.7,Good,161,
300,4509712,Amora NeoLuxe Hotel,300,pool,,,True,3.0,2.25,13.733364,100.566168,,,31.0,,,3.9,Good,995,
301,6300841,Aranta Airport Hotel,301,pool,,,True,1.0,13.31,13.723304,100.732719,,,27.0,,,3.8,Good,571,
302,16368739,The Pantip Hotel Ladprao Bangkok,302,,,,True,,7.53,13.766763,100.646516,,,25.0,34.0,25.0,3.9,Good,35,
303,55171368,Pannarai Hotel Bangkok,303,pool,,,True,3.0,1.01,13.760479,100.542858,FREE_CANCEL,PAY_LATER,34.0,75.0,55.0,4.0,Very Good,5,
304,53930170,@Nares Hotel,304,,,,True,7.0,1.57,13.728428,100.52339,,,30.0,93.0,67.0,4.6,Wonderful,11,
305,25143299,The Kinn,305,,,,True,2.0,3.56,13.752516,100.588836,FREE_CANCEL,PAY_LATER,21.0,,,4.6,Wonderful,14,
306,4723791,S33 Compact Hotel,306,,,,True,2.0,2.29,13.734833,100.567576,FREE_CANCEL,PAY_LATER,27.0,,,4.1,Very Good,891,
307,7768609,KC Place Hotel Pratunam,307,,,,True,,0.6,13.754618,100.54116,,,32.0,62.0,48.0,3.9,Good,931,
308,3135840,Siam Kempinski Hotel Bangkok,308,pool,,,True,,0.06,13.748297,100.535732,,,291.0,,,4.6,Wonderful,1001,
309,74632010,Gardina Asoke Hotel & Residence,309,pool,,,True,7.0,2.13,13.729099,100.561534,FREE_CANCEL,PAY_LATER,61.0,136.0,55.0,4.4,Excellent,17,
310,11281884,Dang Derm Khaosan,310,pool,hot_tub,,True,2.0,2.78,13.759316,100.496454,FREE_CANCEL,PAY_LATER,27.0,38.0,30.0,3.7,Good,694,
311,29384610,Baan Vajra,311,pool,,,True,2.0,2.01,13.72264,100.5206,,,32.0,,,4.8,Exceptional,18,
312,9241917,The Raya Surawong Bangkok,312,,,,True,,1.21,13.730319,100.532858,FREE_CANCEL,,36.0,,,4.1,Very Good,607,
313,17091166,CK2 Hotel,313,,,,True,,3.17,13.784622,100.563827,FREE_CANCEL,,16.0,,,4.3,Excellent,49,
314,26661,The Sukhothai Bangkok,314,pool,hot_tub,,True,,1.71,13.72313,100.54078,FREE_CANCEL,PAY_LATER,219.0,274.0,20.0,4.6,Wonderful,1001,VIP Access
315,4500518,Citrus Sukhumvit 13 by Compass Hospitality,315,pool,,,True,,1.51,13.742849,100.557955,FREE_CANCEL,,27.0,30.0,12.0,3.8,Good,627,
316,81071,The Peninsula Bangkok,316,pool,,,True,,2.4,13.723028,100.510691,FREE_CANCEL,PAY_LATER,356.0,,,4.7,Exceptional,1000,
317,9731717,S Box Sukhumvit Hotel,317,,,,True,5.0,2.25,13.733508,100.566293,FREE_CANCEL,PAY_LATER,21.0,24.0,12.0,4.1,Very Good,975,
318,22795128,The Quarter Ari by UHG,318,pool,,,True,,2.66,13.784567,100.546925,FREE_CANCEL,PAY_LATER,57.0,104.0,45.0,4.2,Very Good,215,
319,1347708,Urbana Langsuan Hotel,319,pool,hot_tub,,True,3.0,0.72,13.739798,100.543216,,,38.0,,,3.7,Good,998,
320,1775599,"Fraser Suites Sukhumvit, Bangkok",320,pool,,,True,,1.38,13.745358,100.556501,FREE_CANCEL,,105.0,,,4.5,Wonderful,351,
321,12063727,Old Capital Bike Inn,321,,,,True,2.0,2.2,13.756939,100.504715,,,76.0,,,4.8,Exceptional,147,
322,9140293,Baan Chart,322,pool,,,True,5.0,2.81,13.760396,100.496357,FREE_CANCEL,PAY_LATER,39.0,61.0,35.0,4.1,Very Good,403,
323,17159119,D Varee Xpress Pula Silom,323,,,,True,,1.25,13.729426,100.534407,FREE_CANCEL,,20.0,,,4.0,Very Good,237,
324,11776796,Royal Rattanakosin Hotel,324,pool,,,True,2.0,2.81,13.75713,100.495385,FREE_CANCEL,,22.0,,,3.4,,685,
325,8352002,Malaysia Hotel Bangkok,325,pool,,,True,,1.9,13.721968,100.546396,FREE_CANCEL,,20.0,24.0,17.0,3.8,Good,413,
326,20024123,SureStay Plus Hotel by Best Western Sukhumvit 2,326,pool,,,True,,1.31,13.7374,100.55259,,,56.0,,,4.2,Very Good,246,VIP Access
327,16525203,Naga Residence,327,,,,True,,2.77,13.717765,100.508366,FREE_CANCEL,,31.0,,,4.5,Wonderful,139,
328,16537358,The Bangkok Airport Link Suite,328,,,,True,1.0,0.71,13.751857,100.54562,FREE_CANCEL,,22.0,,,4.1,Very Good,24,
329,83073425,Zayn Express & Suites,329,,,,True,,7.17,13.737262,100.642282,FREE_CANCEL,PAY_LATER,27.0,45.0,40.0,0.0,,0,
330,11968783,Grand China Bangkok,330,pool,,,True,5.0,1.98,13.74274,100.506976,FREE_CANCEL,,50.0,,,3.9,Good,380,
331,447791,Swissotel Bangkok Ratchada,331,pool,,,True,,3.25,13.776435,100.574138,FREE_CANCEL,PAY_LATER,93.0,,,4.3,Excellent,733,
332,16251661,The Journey Hotel,332,,,,True,,8.64,13.870652,100.558699,,,18.0,27.0,35.0,4.3,Excellent,186,
333,11922856,New Siam II,333,pool,,,True,,3.03,13.761275,100.493144,FREE_CANCEL,,18.0,,,3.8,Good,348,
334,12449786,Dewan Bangkok,334,pool,,,True,4.0,2.68,13.760245,100.498346,FREE_CANCEL,PAY_LATER,26.0,54.0,52.0,4.3,Excellent,490,
335,5424180,Centra by Centara Government Complex Hotel & Convention Centre Chaeng Watthana,335,,,,True,,9.6,13.883068,100.567238,,,46.0,54.0,15.0,4.1,Very Good,92,
336,15055938,Qiu Hotel Sukhumvit,336,pool,,,True,,5.19,13.70726,100.601329,,,28.0,40.0,30.0,3.8,Good,457,
337,8386523,The Park Nine Hotel Srinakarin,337,pool,hot_tub,,True,3.0,8.79,13.683629,100.649297,FREE_CANCEL,,74.0,112.0,34.0,4.5,Wonderful,62,
338,2900202,Bangna Pride Hotel & Residence,338,pool,,,True,,10.47,13.657543,100.661616,FREE_CANCEL,,41.0,,,4.1,Very Good,288,
339,5668733,Prom Ratchada Hotel,339,pool,,,True,4.0,2.8,13.770171,100.570638,FREE_CANCEL,,28.0,55.0,49.0,4.0,Very Good,333,
340,1584462,A-One Bangkok Hotel,340,pool,,,True,,3.4,13.746776,100.586641,FREE_CANCEL,PAY_LATER,27.0,36.0,25.0,3.7,Good,150,
341,5794980,Trang Hotel Bangkok,341,pool,,,True,,2.49,13.764498,100.503287,FREE_CANCEL,PAY_LATER,23.0,,,3.6,Good,159,
342,39954799,Reno Hotel Bangkok,342,pool,,,True,,0.44,13.747387,100.529394,FREE_CANCEL,,40.0,46.0,12.0,4.8,Exceptional,4,
343,7696731,De Arni Hotel Bangkok,343,,,,True,5.0,1.29,13.729647,100.53032,FREE_CANCEL,PAY_LATER,47.0,,,4.0,Very Good,261,
344,524398,Golden Tulip Sovereign Hotel Bangkok,344,pool,,,True,,2.47,13.753098,100.572303,FREE_CANCEL,PAY_LATER,48.0,75.0,35.0,4.2,Very Good,81,
345,2543884,"Dusit Suites Hotel Ratchadamri, Bangkok",345,pool,,,True,3.0,0.69,13.738807,100.5411,FREE_CANCEL,PAY_LATER,137.0,,,4.5,Wonderful,453,
346,8639596,Stable Lodge,346,pool,,,True,6.0,1.49,13.737931,100.555902,FREE_CANCEL,,37.0,,,3.8,Good,276,
